SMILES	SLogP	EEig02d	VSA_EState2	ATSC8dv	FPSA4	VSA_EState9	ATSC8c	ATSC8se	F08(O-O)	H-051	observed	predicted
Nc1ccn(C2CSC(CO)O2)c(=O)n1	-1.68	0.22	0.14	0.33	1.22	-0.18	-0.86	-0.06	-0.28	-0.63	-0.93	-0.6082797449234855
Sc1ccccc1	-0.09	-1.26	-0.99	0.19	-1.28	-0.18	-0.01	0.12	-0.28	-0.63	2.52	2.177005518953659
Cc1ccc(N2CCN(CC3CN=C(N)O3)CC2)cc1	-0.8	-0.18	-0.35	1.39	0.55	-0.18	1.05	0.51	-0.28	-0.63	1.23	1.0256296575773567
FC(F)(F)CCc1ccccc1	0.66	-0.45	-1.07	-0.53	-1.18	-0.18	-0.18	-0.77	-0.28	-0.63	3.31	3.6331652521465063
CON(C)C(=O)Nc1ccc(OCCc2ccccc2)cc1	0.75	-0.14	0.25	0.53	0.07	1.39	1.05	1.28	0.63	-0.63	4.5	3.472028790773842
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O	-0.01	-0.07	1.01	1.36	-0.13	0.6	-0.05	0.43	-0.28	-0.63	2.28	1.9839201072785255
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1	-0.21	0.01	-0.11	-1.44	-0.13	-2.2	0.53	-1.15	-0.28	-0.63	2.69	2.0299272444053007
COC(C)(OC)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1	1.38	0.41	-0.41	-1.25	-0.03	1.51	0.27	-0.47	-0.28	-0.63	3.45	4.253084740611518
COc1cc(Br)ccc1NC(C)=O	0.18	-0.59	-0.2	1.1	0.07	0.64	0.07	0.24	-0.28	1.08	2.02	2.1739151535428127
CCCNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]	-0.26	0.04	1.69	-2.67	-0.13	-0.18	-0.4	-2.6	-0.28	-0.63	1.5	1.8306860876355537
CN1C(O)C(O)C(O)C(O)C1CO	-3.35	-0.44	-0.97	0.25	2.08	0.58	0.23	0.18	-0.28	-0.63	-2.4	-1.7350770648226628
CC(CC(N)=O)n1nc2ccccc2n1	-0.77	-0.4	-0.08	0.5	0.16	-0.18	0.1	-0.06	-0.28	0.51	1.0	0.6127554614911062
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl	1.29	0.42	-0.28	0.19	-2.24	-0.18	-0.01	0.12	-0.28	-0.63	4.38	4.202788635304792
COC(=O)Nc1ccccc1[N+](=O)[O-]	-0.21	0.01	0.6	-0.21	0.74	0.44	-0.46	-0.51	-0.28	-0.63	2.1	1.8939240669219577
CNC(=O)O/N=C/c1cccc(Oc2ccccc2)c1	0.65	0.05	0.17	0.73	-0.03	0.59	1.94	1.2	0.63	-0.63	3.12	3.2289633881800692
COC(=O)C(C)NP(=O)(OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1)Oc1cccc(C(C)=O)c1	-0.16	0.81	2.92	-0.89	0.74	-1.76	-2.43	-1.89	1.55	1.65	0.92	1.322703465245482
Nc1ccc(Cl)cc1C(=O)O	-0.31	-0.21	-0.23	0.19	0.45	-0.18	-0.01	0.12	-0.28	-0.63	1.57	1.7164799857540123
O=C1CC(=O)C(c2ccccc2)O1	-0.54	0.42	0.71	0.25	-0.13	-0.18	-0.06	0.03	-0.28	1.08	1.47	1.153647677007804
C#CC(C)(C)N(C)C(C)C	-0.24	-1.64	-0.89	0.19	-1.28	0.9	-0.01	0.12	-0.28	-0.63	2.29	1.77581771673401
C=CCN(CC=C)C(=O)C(Cl)Cl	-0.08	-1.64	-0.13	0.38	-0.7	-0.18	0.05	0.28	-0.28	-0.06	1.84	1.886481482204
Cc1ccc(-c2sc(Nc3ccccc3)n[n+]2C)cc1	0.97	0.62	-1.07	-0.58	0.55	0.86	0.07	-0.07	-0.28	-0.63	2.29	3.011332453753519
O=C(O)/C=C/C(=O)c1cccnc1	-0.75	1.16	0.94	0.11	0.45	-0.18	-0.45	-0.29	-0.28	0.51	0.26	0.825942565146297
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1	-0.82	0.02	1.33	-0.48	0.26	-0.18	0.43	0.25	-0.28	1.08	0.39	0.7793576497985155
Cc1ccccc1CNc1ncnc2[nH]cnc12	0.09	0.07	0.18	-1.61	0.55	-0.18	0.04	-0.41	-0.28	-0.63	2.58	2.6499596433891317
N#Cc1cccc(N)c1	-0.61	-0.59	-1.07	0.19	-0.22	-0.18	-0.01	0.12	-0.28	-0.63	1.07	1.04573938129507
Nc1cc([N+](=O)[O-])ccc1Cl	-0.18	-0.18	-0.29	0.19	-0.22	-0.18	-0.01	0.12	-0.28	-0.63	2.23	1.8091210857257864
C/C(=N\O)c1cccs1	-0.11	-0.48	-0.99	0.19	-0.61	-0.18	-0.01	0.12	-0.28	1.08	1.81	1.8050415162672568
COc1ccccc1S(I)=C(N(C)C)N(C)C	0.47	0.8	-0.62	0.68	0.64	5.08	0.48	0.39	-0.28	-0.63	-0.52	-0.6540688675329325
Cn1ncc2ccc([N+](=O)[O-])cc21	-0.4	-0.05	-0.26	0.19	0.07	0.74	-0.01	0.12	-0.28	-0.63	1.95	1.4640031306797967
c1ccc(Nc2cccc3ccccc23)cc1	1.52	-0.49	-1.07	0.15	-1.09	-0.18	-0.06	0.14	-0.28	-0.63	4.2	4.617765819231518
CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O	0.28	1.22	-0.13	1.41	-0.32	-0.18	1.4	1.68	1.55	-0.06	1.1	2.245302242025579
O=C1CCC(=O)N1c1ccccc1I	-0.11	0.25	0.88	0.63	-0.8	-0.18	0.04	0.28	-0.28	1.65	0.8	1.4039715461000832
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1	-0.78	1.54	1.22	-1.03	-0.22	-0.18	0.47	0.09	0.63	0.51	1.04	1.3392302745021876
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl	1.5	-0.37	-1.07	0.19	-2.72	-0.18	-0.01	0.12	-0.28	-0.63	5.04	4.872676263902009
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	1.84	0.16	-0.88	-2.53	0.07	4.39	-1.37	-1.5	-0.28	-0.63	3.79	3.550421636818524
CCN(CC)/N=N/c1nc[nH]c1C(N)=O	-0.79	-1.11	0.33	-1.49	1.22	-0.18	-0.09	-0.96	-0.28	-0.63	0.78	1.0008761239774637
Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2	1.71	0.05	-1.07	0.68	-0.7	-0.18	0.1	0.3	-0.28	-0.63	5.75	5.124209420077792
CC(=O)NCC(=O)NC(C)C(=O)NC(C(N)=O)C(C)C	-2.39	0.3	2.56	1.83	1.31	-0.18	3.01	3.0	1.55	3.36	-1.56	-1.4734751761473293
CCC/C(=N\OCC)C1=C(O)CC(CC(C)SCC)CC1=O	1.47	1.13	0.35	-0.64	-0.51	-0.18	0.29	-0.33	-0.28	1.65	4.38	4.230308181914558
CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3CCC12C	1.53	1.25	0.85	-0.27	-1.09	-0.18	-0.04	-0.45	-0.28	2.22	2.98	3.6928754801169
CC(=O)ONC1CCSC1=O	-1.26	1.33	1.0	0.69	0.26	-0.18	0.03	0.5	-0.28	1.65	-0.35	0.3549375898403107
O=C1c2ccccc2-c2nnc(C(F)(F)F)cc21	0.36	1.14	-0.11	-1.75	-1.18	-0.18	0.28	-3.23	-0.28	-0.63	2.21	3.062242404519699
N#CC(C#N)=NNc1ccc(/N=N/c2ccccc2)cc1	1.11	0.02	-1.07	0.8	-0.8	-0.18	-0.74	0.09	-0.28	-0.63	4.25	3.9374827111347477
O=C(OCC(=O)N1CCCCC1)c1ccccc1	-0.16	0.31	0.96	-1.68	0.26	-0.18	-0.11	-0.84	-0.28	0.51	1.95	1.784307078005926
CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1	-1.48	5.31	-0.22	0.51	-0.03	-4.18	1.63	0.59	1.55	1.08	0.11	-0.536108402903765
C=CC(=O)OCCO	-1.49	-1.6	-0.25	0.34	1.6	-0.18	0.11	0.24	-0.28	-0.06	-0.21	-0.9463424330220996
CC(=O)OCCOC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1	0.62	0.92	1.77	-0.54	0.16	-0.18	0.29	-0.37	-0.28	1.65	3.1	3.1734700754254463
COC(=O)c1ccc(Cl)cc1[N+](=O)[O-]	-0.05	0.0	0.62	0.56	0.07	0.43	-0.1	-0.43	-0.28	-0.63	2.35	2.2133179476469245
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F	-1.81	0.99	0.88	-1.44	0.64	-0.18	0.13	-0.85	0.63	-0.63	-0.46	-0.23732651948229816
CCCCCCCCNC1=NS(=O)N=C1NCCSCc1ccc(CN(C)C)o1	0.85	-0.15	-0.9	1.4	-0.13	1.96	-0.43	-0.19	-0.28	1.65	4.47	3.3525050896898194
Cc1ccc(C(C)C)c(O)c1	0.43	-0.48	-1.07	0.84	-0.7	-0.18	0.05	0.31	-0.28	-0.63	3.3	3.0965269643428086
CCN(O)CC	-0.87	-2.75	-1.07	0.19	-0.32	-0.18	-0.01	0.12	-0.28	-0.63	-0.17	0.7433790491240656
CCC/C(=N\OCC)C1C(=O)CC2(CC(C)CC(C)C2)OC1=O	0.86	1.03	1.38	-1.31	-0.41	-0.18	-0.08	-0.93	-0.28	2.22	4.48	3.6301066049323145
C=CCNC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1	0.6	0.25	0.37	0.26	0.07	-0.18	-0.73	-0.05	-0.28	-0.63	3.7	2.9917748974909806
Cc1cc(Cl)cc(C)c1N=C1NCCN1	0.01	-0.54	-0.7	1.66	-0.32	-0.18	0.18	0.62	-0.28	-0.63	2.5	2.2340425554799697
Cc1ccccc1O	-0.26	-1.39	-1.07	0.19	-0.22	-0.18	-0.01	0.12	-0.28	-0.63	1.95	1.5852714155652239
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C	1.88	0.71	-0.22	1.7	-0.61	0.71	1.01	0.91	-0.28	-0.06	6.4	5.348308207247737
C#CCOc1c(Cl)cc(N/C=N/OCC#N)cc1Cl	0.48	0.37	-0.7	1.0	-0.51	-0.18	2.01	1.4	0.63	0.51	3.0	2.9010042435062444
CC(C)C(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	0.61	1.48	1.92	-2.98	-0.22	-0.18	-1.39	-2.54	-0.28	2.22	3.4	3.2536142613146395
COCCN(CCOC)/N=N/c1[nH]cnc1C(N)=O	-1.25	-1.04	0.34	-1.07	1.99	1.51	-1.86	-1.27	-0.28	-0.63	0.03	-0.059594449957618714
C[N+](C)([O-])Cc1ccccc1	-0.22	-0.53	-1.07	0.46	0.74	1.55	0.17	0.21	-0.28	-0.63	-0.57	1.5048105050439464
O=C(Nc1ccccc1)NC1CC(O)C(CO)OC1O	-1.53	0.2	-0.12	0.07	1.12	-0.18	1.92	0.46	0.63	-0.63	-0.61	-0.4813463290115998
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1[N+](=O)[O-]	0.66	0.7	1.82	-0.71	-0.32	-0.18	0.09	-0.41	1.55	-0.63	2.27	3.027647634886898
CN(C)C(=O)Nc1cccc(Cc2ccccc2)c1	0.77	-0.28	-0.01	0.64	-0.32	1.64	0.32	0.22	-0.28	-0.63	2.83	3.2369036881144235
CCCCCCOC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC	1.14	0.53	1.19	-0.45	0.07	1.41	-0.68	-0.88	-0.28	1.08	4.2	3.683674239111413
CC(=O)C(C)=O	-1.21	-1.81	0.51	0.19	0.26	-0.18	-0.01	0.12	-0.28	2.79	-1.34	-0.221763048223721
O=C1c2ccc(O)cc2OC(c2ccc(O)c(O)c2)C1O	-0.4	0.13	-0.09	-0.26	1.41	-0.18	-2.07	-0.54	0.63	-0.06	0.87	1.2135585053884015
Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1	-1.65	0.22	0.14	0.28	1.31	-0.18	-0.08	0.42	-0.28	-0.63	-0.89	-0.4627374941577893
COC(=O)Nc1ccc(Cl)c(Cl)c1	0.65	0.19	-0.2	0.48	-0.32	0.5	-0.01	-0.11	-0.28	-0.63	3.32	3.276002143006305
Clc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1	1.45	-0.09	-0.44	-0.03	-1.28	-0.18	-0.16	0.12	-0.28	0.51	5.18	4.3999455904385405
NCCCN	-1.75	-2.92	-1.07	0.19	0.74	-0.18	-0.01	0.12	-0.28	-0.63	-1.43	-1.084103162841234
Nc1cccc2cccnc12	-0.19	-1.13	-0.73	0.19	0.16	-0.18	-0.01	0.12	-0.28	-0.63	1.79	1.6957001979484365
O=C(O)c1cc(=O)c2cc3c(cc2o1)CCCC3	0.15	1.23	0.76	-1.01	0.45	-0.18	0.18	-0.78	-0.28	-0.63	3.4	2.5575094112702694
Cc1nc(N)nc(N)c1C12CC3CC(CC(C3)C1)C2	0.18	0.26	-0.37	1.18	0.07	-0.18	0.73	0.5	-0.28	1.08	2.64	2.1595542619869637
COc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1	-0.93	0.43	0.8	1.41	0.26	0.64	4.15	2.5	1.55	-0.63	0.76	0.5278060676709774
Oc1c(Cl)cc(Cl)c(Cl)c1Cl	1.17	-0.43	-1.07	0.19	-1.76	-0.18	-0.01	0.12	-0.28	-0.63	4.45	4.374890505051954
CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C	-1.76	0.34	3.64	-1.46	0.74	-0.18	2.28	0.08	1.55	3.93	-0.67	-0.7547897465472962
CCCN(CCC)C1CCc2c(O)cccc2C1	0.77	-0.9	-0.86	-0.68	-0.8	-0.18	-0.22	-0.03	-0.28	-0.63	3.58	3.443735544338637
NC(=O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1	-0.7	0.23	0.06	-1.78	0.35	-0.18	-0.56	-0.55	-0.28	-0.63	1.86	1.163545675172435
O=C1C=C(N2CCCCC2)C(=O)N1c1ccc(F)cc1	-0.03	0.67	1.15	-0.12	-0.22	-0.18	0.34	0.59	-0.28	-0.06	2.6	2.1727176515944744
Nc1c(Cl)c(Cl)c(N)c2c1C(=O)c1ccccc1C2=O	0.5	0.92	0.95	1.4	-0.03	-0.18	-0.06	-0.13	-0.28	-0.63	4.56	3.1605402771283453
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1	-0.17	2.04	0.69	0.18	-0.41	-2.24	-0.85	0.53	-0.28	-0.63	2.05	1.898048187420013
CC(C)N/C(=N\C#N)NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1	0.29	-0.19	-0.48	-1.15	-0.22	-2.31	1.94	1.18	-0.28	-0.63	2.14	2.5052501553749376
O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1	-0.4	0.6	0.86	0.16	0.16	-0.18	0.01	0.23	0.63	-0.63	1.7	1.5678520354507814
O=[N+]([O-])c1nccn1CC(F)(F)CO	-1.05	1.26	-0.05	-0.07	1.12	-0.18	-0.78	-0.24	-0.28	-0.63	0.04	0.44491199940708515
CCCCCCNC(=O)NN	-0.85	-0.99	-0.22	-0.31	0.64	-0.18	0.21	-0.2	-0.28	-0.63	0.46	0.7899516317280793
CCOC(=O)C(CC)n1nnc2ccccc21	-0.11	0.13	-0.12	0.23	-0.22	-0.18	-0.21	0.27	-0.28	-0.06	2.34	1.8707412206998062
Cc1n(C)cc[n+]1COC(C)C(C)(C)C	-0.06	-0.76	-1.07	-0.63	1.6	0.89	-0.29	-0.26	-0.28	1.08	-1.71	-0.4395168019482456
COc1ccc(/N=N/N(C)C)cc1	0.08	-0.6	-1.07	-0.13	0.16	2.61	0.04	0.21	-0.28	-0.63	2.99	2.277635496999809
CCCCCN	-0.61	-2.0	-1.07	0.19	-0.61	-0.18	-0.01	0.12	-0.28	-0.63	1.49	1.0632516653756414
CCCNC	-0.93	-2.92	-1.07	0.19	-0.7	0.85	-0.01	0.12	-0.28	-0.63	0.84	0.42446096764838864
CCCC(=O)OCn1ncc2c(O)ncnc21	-0.8	0.34	0.45	-1.02	1.99	-0.18	1.22	0.75	0.63	0.51	0.6	0.04189531576445969
CN(C)/N=N/c1ccc(S(N)(=O)=O)cc1	-0.76	-0.1	-1.06	1.08	-0.13	-0.26	1.26	1.38	-0.28	-0.63	1.06	1.1281100991842836
CC(C)(C)NCC(O)COCCCc1ccccc1	0.16	-0.43	-1.07	0.14	-0.51	-0.18	0.13	0.05	-0.28	-0.63	2.58	2.6539739892926537
O=[N+]([O-])c1cccc(I)c1	0.05	-0.04	-0.28	0.19	-1.38	-0.18	-0.01	0.12	-0.28	-0.63	2.94	2.430094356180116
C#CCC(C)OC[n+]1ccn(C)c1/C=N/O	-1.0	-1.02	-1.07	0.31	2.66	0.8	0.21	0.0	-0.28	-0.06	-2.1	-2.2780569456850888
CN(C)C(=O)Cc1ccccc1	-0.5	-0.56	-0.03	0.54	-0.32	1.68	0.09	0.29	-0.28	0.51	1.48	0.9901079317715923
Cc1ssc(=O)c1C	-0.21	2.28	-0.12	0.19	-1.66	1.34	-0.01	0.12	-0.28	1.08	1.73	1.460024143245648
COC(=O)CCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C	0.1	1.22	2.83	0.45	0.16	0.47	-1.36	-0.77	1.55	4.5	2.6	2.1434092011402153
COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OC	0.79	0.13	-0.38	0.4	0.83	1.49	0.43	0.08	-0.28	-0.63	3.02	2.8822315159146497
CC(C)c1ccc(S(N)(=O)=O)cc1	-0.41	-0.19	-1.05	-1.77	-0.8	-2.05	-0.62	-2.04	-0.28	-0.63	1.84	1.5635692701933805
CC1(C)Cc2cccc([N+](=O)[O-])c2O1	0.12	0.07	-0.24	0.19	-0.22	-0.18	-0.01	0.12	-0.28	-0.63	3.33	2.4462151940412693
c1ccc2nonc2c1	-0.55	-0.32	-1.07	0.19	-1.38	-0.18	-0.01	0.12	-0.28	-0.63	1.69	1.4568958715483085
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C	0.52	1.05	2.0	-2.35	-0.13	-0.18	1.08	-0.73	-0.28	-0.06	4.73	2.9875968601154326
CCc1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1	1.29	0.35	0.18	0.32	-0.51	-0.18	1.59	0.76	-0.28	1.08	4.28	4.004243401837522
CC(=O)Nc1cccc(OC(C)=O)c1	-0.34	-0.14	0.65	0.7	0.74	-0.18	0.76	1.2	0.63	2.79	1.03	1.2957023713887592
Cc1ccc(N)c(N)c1	-0.59	-0.74	-1.07	0.19	0.74	-0.18	-0.01	0.12	-0.28	-0.63	0.66	0.8508355794546592
CCOP(=O)(OCC)Oc1ccc(SC)c(C)c1	1.33	0.84	-0.97	0.13	-0.41	-2.02	0.42	1.01	-0.28	-0.63	3.28	3.5295487311053915
CC12CC(Cl)(Cl)C(CC1(Cl)Cl)C2(CCl)C(Cl)Cl	2.27	0.73	-1.12	0.19	-2.24	-0.18	-0.01	0.12	-0.28	-0.63	5.49	5.772208518365558
O=C(Nc1ccccc1)c1ccccc1I	0.88	-0.07	-0.11	0.26	-1.09	-0.18	-0.07	0.22	-0.28	-0.63	2.85	3.606935698344374
NC(=O)Nc1ccc(C(=O)O)cc1	-0.77	-0.03	0.61	0.62	1.12	-0.18	3.72	2.03	1.55	-0.63	0.73	1.011176959956016
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21	-1.53	1.1	2.14	1.29	1.22	1.39	1.19	0.94	2.46	-0.63	-0.02	-0.17490619075690692
O=[N+]([O-])c1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1	-3.41	0.52	-0.25	1.36	1.51	-0.18	1.84	1.39	7.93	-0.63	-1.39	-1.2460607909636345
CCOc1cccnn1	-0.77	-1.38	-1.07	0.42	0.35	-0.18	0.03	0.22	-0.28	-0.63	0.63	0.6439829892215702
NC(Cc1ccc(O)c(O)c1)C(=O)OCc1ccccc1	-0.25	0.11	-0.12	0.48	0.83	-0.18	0.57	1.29	1.55	-0.06	1.5	1.6653085820595703
CC(=O)/C=C/c1ccc([N+](=O)[O-])cc1	0.05	0.04	0.58	0.62	-0.99	-0.18	-0.52	0.26	-0.28	1.65	1.9	1.8400174554203155
NN(c1ccccc1)c1ccccc1	0.36	-0.68	-1.07	0.39	-0.7	-0.18	0.02	0.19	-0.28	-0.63	2.8	2.7721708045600737
CCCCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1	-0.8	0.3	-0.04	-0.15	0.16	-0.18	0.58	-0.5	0.63	-0.06	2.74	0.4846530975417548
CCCNNC(N)=O	-1.58	-1.77	-0.27	0.44	1.41	-0.18	0.11	0.32	-0.28	-0.63	-1.1	-0.771545626362357
O=C(Nc1ccc(Cl)cc1Cl)c1ccccc1O	1.13	0.04	-0.11	0.18	-0.89	-0.18	-0.69	-0.36	-0.28	-0.63	5.49	3.877335261204287
Cc1oc2cc(C)c3ccc(=O)oc3c2c1C	0.83	0.69	-0.15	2.01	-0.13	-0.18	0.02	0.46	-0.28	1.08	3.36	3.390389449548103
O=[N+]([O-])c1ccccc1SSc1ccccc1[N+](=O)[O-]	1.35	2.36	0.68	-0.09	-0.99	1.01	-0.24	-0.12	-0.28	-0.63	3.37	3.6028368173603997
C[n+]1ccc2ccccc2c1	-0.28	-1.21	-1.07	0.36	2.27	0.89	0.0	0.15	-0.28	-0.63	-2.75	-0.788787968360794
O=C(O)c1cn(-c2ccccc2C(F)(F)F)c2cc(N3CCNCC3)c(F)cc2c1=O	0.7	1.14	1.02	0.28	0.26	-0.18	4.34	6.25	-0.28	-0.63	0.16	2.414425675991812
Cc1nc(C#N)c(C#N)nc1Cl	-0.58	-0.17	-0.47	0.19	-0.89	-0.18	-0.01	0.12	-0.28	1.08	1.29	1.0479472256163072
COC(O)Cn1c([N+](=O)[O-])nc(Br)c1Br	-0.52	-0.07	0.03	-0.76	-0.41	0.5	-0.69	-1.67	-0.28	-0.63	1.02	1.434707960433604
[N-]=[N+]=NC1CC(n2cnc3c(=O)[nH]c(N)nc32)OC1CO	-1.52	0.25	0.93	0.54	1.03	-0.18	-0.72	0.16	-0.28	-0.63	-0.33	-0.26797226798200136
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)N(C)C1=O	-0.06	0.08	1.91	0.72	-0.41	0.54	-0.08	0.08	-0.28	-0.63	2.43	2.1966613370914145
Cc1cccc(C)c1CCN	-0.19	-0.71	-1.07	0.25	-0.99	-0.18	0.07	0.13	-0.28	-0.63	2.38	1.9147449583862488
CCCCCCCCSCCO	0.59	-0.92	-1.07	0.22	-0.89	-0.18	0.01	0.07	-0.28	-0.63	3.64	3.409294780896497
N#CC(C#N)Cc1ccc(O)cc1	-0.32	-0.2	-1.07	0.46	-0.51	-0.18	1.44	0.89	-0.28	-0.06	3.08	1.6993711285377853
COc1ccc(/C=N/NP(=O)(N2CC2)N2CC2)cc1	-0.47	-0.0	-1.07	-1.41	0.45	-0.69	-2.72	-0.93	-0.28	-0.63	0.42	0.641419296302519
O=C(O)c1cn(-c2cccc(C(F)(F)F)c2)c2cc(N3CCNCC3)c(F)cc2c1=O	0.7	1.14	1.02	-0.99	0.07	-0.18	-3.28	-3.47	-0.28	-0.63	0.24	2.511038988714905
Cc1cncc(C(N)=O)n1	-1.38	-0.48	0.39	0.19	1.31	-0.18	-0.01	0.12	-0.28	1.08	-0.13	-0.5090712591366193
c1ccc(N2CCNCC2)nc1	-1.01	-1.45	-0.54	0.36	0.26	-0.18	0.01	0.15	-0.28	-0.63	0.74	0.4369065247631112
COC(=O)/C(C)=C\C1C(C(=O)OC)C1(C)C	-0.35	1.0	0.76	-0.01	0.55	1.25	0.04	0.23	-0.28	-0.06	2.67	1.658917409910463
CCCC1(CC)C(=O)NC(=O)NC1=O	-0.97	0.06	1.67	-0.31	0.26	-0.18	-0.1	-0.4	-0.28	-0.63	0.66	1.1995196669656518
Ic1ccc(I)cc1	0.48	-0.39	-1.07	0.19	-2.34	-0.18	-0.01	0.12	-0.28	-0.63	4.11	3.6136519764416453
NCCCN1CCN(CCCN)CC1	-1.74	-1.42	-0.66	0.21	-0.03	-0.18	-0.29	0.16	-0.28	-0.63	-1.43	-0.7725697559104382
Cc1cc(F)ccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21	0.35	0.69	1.04	-4.05	0.26	-0.18	-1.99	-3.79	-0.28	-0.63	0.27	1.8068465970867553
C#CC1(OC(=O)C2=CN(C)C=CC2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C	1.64	0.99	1.1	-1.34	-0.61	0.83	-0.43	-0.65	-0.28	1.08	4.44	4.277551481637442
CCC(C)C(N)C(=O)NC(CO)C(=O)NC(C(=O)O)C(C)CC	-1.65	0.31	1.78	-0.89	0.93	-0.18	-0.23	-0.69	1.55	1.08	-2.64	-0.9851239293061885
CC(C(=O)O)c1ccc(-c2nccs2)cc1	0.54	0.36	0.14	-0.0	-0.03	-0.18	1.66	0.86	-0.28	-0.06	2.79	2.922486578723012
Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1	-0.65	5.4	-1.08	-0.66	-0.41	-4.33	0.0	-1.1	-0.28	-0.63	1.49	1.1173392753361753
Clc1c(Cl)c(Cl)c2ccccc2c1Cl	2.06	-0.21	-1.07	0.19	-2.14	-0.18	-0.01	0.12	-0.28	-0.63	5.75	5.871235241426557
CC(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1	1.15	0.5	0.93	-1.17	-0.99	-0.18	0.56	0.14	-0.28	-0.06	4.43	4.1939503693973395
COc1ccc([N+](=O)[O-])cc1	-0.32	-0.29	-0.28	-1.13	0.26	0.62	-0.58	-1.14	-0.28	-0.63	2.03	1.8929484000444539
OCCOc1cccc2ccccc12	0.06	-0.72	-1.07	0.4	0.07	-0.18	-0.17	-0.06	-0.28	-0.63	2.5	2.2494648045508665
CCCCN(SN(C)C(=O)O/N=C(\C)SC)C(C)=O	0.52	0.41	1.17	-0.27	-0.13	0.63	-0.1	-0.43	-0.28	2.79	2.4	2.813836671891978
Cc1oc2cc(OCC#N)ccc2c(=O)c1C	0.12	0.04	-0.11	-0.03	0.26	-0.18	-0.85	-0.62	-0.28	2.22	1.96	2.0644809737325183
Nc1ccc(C(=O)Oc2ccc(Cl)cc2Cl)c(O)c1	0.85	0.19	-0.11	0.23	-0.03	-0.18	-0.58	-0.32	-0.28	-0.63	4.27	3.4753398425167816
N#Cc1ccc2cc[nH]c2c1	-0.05	-0.07	-0.82	0.19	-0.61	-0.18	-0.01	0.12	-0.28	-0.63	2.38	2.198275068819247
CC(=O)c1ccccc1OC(=O)N(C)C	-0.11	0.53	0.85	0.41	0.45	1.49	-0.34	-0.27	-0.28	1.08	0.93	1.6479455602900204
COCc1ccc(COC)cc1	-0.09	-0.97	-1.07	0.05	-0.03	1.61	0.01	0.12	-0.28	-0.63	1.28	1.7241860748785522
CCOc1ccc(NC(=O)OCCOC)cc1OCC	0.35	0.11	-0.14	-0.2	1.41	0.63	-0.92	-0.45	-0.28	-0.63	2.27	2.759557092644169
